text,label
"TDV Hem Yardım Çalışmalarına Destek Veriyor Hem Dini Hizmetler Veriyor
Kahramanmaraş merkezli yüzyılın felaketinde Türkiye Diyanet Vakfı (TDV) aracılığıyla arama kurtarma çalışmalarına destek verilirken dini hizmetler de yerine getiriliyor. TDV Genel Müdür Yardımcısı Abdurrahman Çetin, Diyanet İşleri Başkanlığı ve TDV’nin 17 bin civarında personelle çalışma yürüttüğünü söyledi.",real
"Çin'in Doğu Türkistan politikalarının araştırılması önergesinin AK Parti oylarıyla reddedildi
Çin'in Doğu Türkistan politikaları ile ilgili meclise sunulan araştırma önergesinin AK Partili vekillerce reddedildiği iddia edildi.",real
"Galyum elementinin kaşığı toz ederken insan eline zarar vermedi
Galyum elementi gümüşi renkli bir metal. Videodaki kap içindeki yeşil sıvı galyum değil, sıcak su. Görüntüdeki kaşık galyum alüminyum alaşımı. ",fake
"Fotoğrafın deniz kıyısındaki Müslüman bir çifti gösterdi
Fotoğrafta görülen ve gerçek sanılan çift, Jaimy Gail adlı sanatçının, Normaal Doen adlı projesi için objektif karşısına geçmiş. ",fake
"Taliban'ın Ukrayna'da yaşayan vatandaşlarını 24 Şubat 2022'de ülkeye dönmeye çağırdı
Taliban, Ukrayna’daki Afganistan vatandaşlarının can güvenliklerinin sağlamasını istese de, vatandaşlarına ülkeye dönme çağrısı yapmadı.",fake
"Cumhurbaşkanı Erdoğan'ın cezalarını kaldırdığı 2 hükümlü tahliye edildi
Cumhurbaşkanı Erdoğan'ın cezalarının kaldırılmasına karar verdiği, 28 Şubat davasında müebbet hapis cezasına çarptırılan İlhan Kılıç ve Kenan Deniz tahliye edildi.",real
"ABD ve Avrupa’da Augmentin’in evcil hayvanlarda kullanımının yasaklandı
Antibiyotik Augmentin'in evcil hayvanlarda kullanımı yasaklanmamıştır. Yalnızca klavulanik asit ve amoksisilin miktarındaki azami ölçü belirlenmiştir.",fake
"Suriye’nin kuzeyinde 3 terörist etkisiz hale getirildi
Suriye’nin kuzeyinde tespit edilen 3 PKK/YPG’li terörist etkisiz hale getirildi.",real
" Yeni koronavirüsün alkali beslenerek yok edildi
Koronavirüsün bir pH değeri yok ve insan vücudu kendi pH’ını kendi dengeliyor. Alkali gıdalarla beslenmek, vücudun pH değerini değiştiremeyeceği gibi, Covid-19’u yenmeye yardımcı da değil. ",fake
"İzmit Belediye Başkanı Fatma Kaplan Hürriyet’in camiye ayakkabıyla girdi
Sosyal medyada paylaşılan bir iddiaya göre, İzmit Belediye Başkanı Fatma Kaplan Hürriyet, Fethiye Köyü Camisi’ne ayakkabıyla girdi.",fake
"Yemek yiyen birinin polis tarafından uyarıldığı videonun gerçek oldu
Sokakta tatlı yiyen kişinin polislerce uyarıldığını gösteren video, Nisan ayında Gaziantep Emniyet Müdürlüğü tarafından kamu spotu olarak hazırlatılmış. ",fake
"Suriye'nin kuzeyinde 3 terörist etkisiz hale getirildi
Suriye'nin kuzeyindeki Fırat Kalkanı bölgesinde saldırı hazırlığında olduğu belirlenen 3 terörist etkisiz hale getirildi.",real
"Vegan beslenen iş insanı dışkısını bağışlayarak öğrencilere burs sağladı
Haber sitelerinde paylaşılan bir iddiaya göre vegan beslenen iş insanı Ali Bıdı dışkısını bağışlayarak öğrencilere burs sağlıyor.",real
"Türk savaş uçakları eğitim uçuşu için havalandı
Türk Silahlı Kuvvetlerine bağlı muharip ve destek uçakları, Ege'de uluslararası hava sahasında eğitim uçuşu gerçekleştirdi.",real
"Cumhurbaşkanı Erdoğan yurda döndü
Cumhurbaşkanı Recep Tayyip Erdoğan, Katar Emiri Şeyh Temim bin Hamed Al Sani'nin davetine icabetle katıldığı 2022 FIFA Dünya Kupası Kapanış Töreni'nin ardından özel uçak ""TC-CAN"" ile Doha'dan İstanbul'a geldi.",real
"KKTC'nin askeri ve sivil arama kurtarma ekipleri Türkiye'ye hareket etti
Kuzey Kıbrıs Türk Cumhuriyeti (KKTC) tarafından Kahramanmaraş merkezli, 10 ili etkileyen 7,7 ve 7,6 büyüklüğündeki depremler nedeniyle sivil savunma uzmanları, arama kurtarma ekipleri ve aralarında doktorların da bulunduğu sağlık personeli Türkiye'ye hareket etti.",real
"Süleyman Soylu'nun Uygur Türklerini sahte pasaportla geldikleri için sınır dışı ettiklerini açıkladı
Olay 2018 yılında 11 Uygur Türkünün Atatürk Havalimanında bekletilmesine dayanıyor. Uygun Türkleri soruşturma sonrasında ülkeye kabul edilmiş.
",fake
"Videodaki doktorun koronavirüs nedeniyle yere yığıldı
Bir kısmını incelediğimiz tweet zincirinde yer alan bir videoda, koronavirüs nedeniyle bir doktorun yere yığıldığı iddia ediliyor. Ancak iddia gerçek dışı.",fake
"Deprem canlı yayına yansıdı
Kahramanmaraş’ta meydana gelen 7,7 büyüklüğündeki deprem sonrasında sarsıntılar sürüyor. Sarsıntılardan biri Adana'da TRT Haber canlı yayınına yansıdı.",real
"Dr. Stella Immanuel’in Covid-19 tedavisi ile ilgili iddiaları
Dr. Stella Immanuel, Covid-19 tedavisinde kullandığı hidroksiklorokin, çinko ve azithromycinin, hastalığın kesin çözümü olduğunu iddia etti.",fake
"İstanbul Havalimanı iddiaları II: Kuşların göç yolları üzerinde mi yer alıyor?
İstanbul Havalimanı hakkında sosyal medyada yer alan tartışmalı iddialardan olan bölgenin kuşların göç yolları üzerinde yer aldığı doğru.",real
"Görüntülerin Alanya Güzelbahçe’de lazerli saldırı sonucu çıkan orman yangınını gösterdi
Görüntülerdeki alevlerin belli bir hattı izlemesinin nedeni, bir yangınla mücadele tekniği olan ""karşı ateş"" uygulaması. ",fake
"Bakanlık'tan depremzede çocuklar cemaatlere verildi iddiasına yalanlama
Aile ve Sosyal Hizmetler Bakanlığı, ""depremzede çocuklar cemaatlere verildi"" iddiasıyla ilgili olarak belirtilen adrese gerçekleştirilen hane ziyaretinde, refakatsiz herhangi bir çocuğa rastlanmadığını açıkladı.",real
"Yahudi gelinlerin boynuna zincir vurulduğunu gösterdigi video
Videodaki gelin zincirle damada bağlanmış değil. Karşısındaki yaşlı adam gelini eğlendirmek için geleneksel bir düğün dansı olan “Mitzvah tantz”ı performe ediyor.",fake
"Ukrayna limanlarından taşınan tahıl miktarı 17,2 milyon tonu geçti
Tahıl sevkiyatı kapsamında Ukrayna limanlarından taşınan tahıl miktarı 17 milyon 254 bin tonu geçti.",real
"Kira ödenmediğinde sözleşmenin feshedilmedi
Kira ödenmediği takdirde sözleşmenin feshedilemeyeceği iddia edildi ancak bu durum yalnızca işyerleri için ve üç ay süreyle geçerli.",fake
"Fotoğrafın Ukrayna güzeli Anastasiia Lenna’nın orduya katıldığını gösterdi
Silahlı pozlarının Airsoft isimli oyunu oynarken çekildiğini belirten Anastasiia Lenna,  Rusya'ya karşı savaşmak üzere orduya katılmadı.
",fake
"Kabine yarın toplanıyor: Asgari ücret ve EYT için gözler Beştepe'de
Cumhurbaşkanlığı Kabinesi, yarın Beştepe'de toplanacak. Çalışma hayatına ilişkin yasal düzenlemeler, toplantının öncelikli gündemi olacak. Milyonlarca çalışanı ilgilendiren asgari ücret, EYT, memur ve emekliye yönelik çalışmalardaki son durum ele alınacak. Terörle mücadele ve sınır ötesi operasyonlar da gündemde.",real
"Bakan Bilgin: EYT'nin Mart ayına kadar neticeleneceğini düşünüyorum
Çalışma ve Sosyal Güvenlik Bakanı Bilgin, EYT düzenlemesi hakkında açıklamalarda bulundu. Bakan Bilgin, ''Mart ayına kadar neticeleneceğini düşünüyorum. Bundan sonraki süreç TBMM'DE işleyecek'' dedi.",real
"WhatsApp gruplarının devlet tarafından incelemeye alındı
Kapalı mesaj platformlarında yer alan bir iddiaya göre WhatsApp grupları devlet tarafından incelemeye alındı. Ancak iddia doğru değil.",fake
"Deprem bölgesinde geçici yapılar hızla yükseliyor
Çevre, Şehircilik ve İklim Değişikliği Bakanı Murat Kurum, Gaziantep'te kurulan konteyner ve geçici yapılara ilişkin, ""Tüm kurumlarımızla deprem bölgemizi ayağa kaldırmak için var gücümüzle çalışıyoruz"" dedi.",real
"Justin Bieber'ın aşıdan yüz felci olduğunu açıkladı
Justin Bieber’in yakalandığı Ramsey Hunt Sendromu nedeniyle ortaya çıkan yüz felcinin Covid-19 aşısıyla ilgisi yok. Kaynak gösterilen haber hiciv amacıyla üretilmiş.",fake
"Fotoğraflar İsrail'in son saldırılarını protesto eden Yahudiler'i mi gösteriyor?
Sosyal medyada paylaşılan fotoğraflarla İsrail’in Filistinliler'e yönelik son saldırılarına karşı duran Yahudiler'in ABD'de eylem yaptığı iddia edildi.",fake
"Mavi vatanın 'kurtarıcı elleri' 7/24 görev başında
Sahil Güvenlik Komutanlığı ekipleri, daha iyi bir yaşam umuduyla ülkelerini terk ederek denizde tehlikeli yolculuk yapan göçmenleri hem engelleme hem de kurtarma görevini üstleniyor.",real
"Romanlara yönelik 12 ilde sosyal konut projesi
Çevre, Şehircilik ve İklim Değişikliği Bakanı Murat Kurum, ""Cumhurbaşkanımız Recep Tayyip Erdoğan'ın açıkladığı Roman vatandaşlarımıza yönelik özel sosyal konut projemiz için hızla çalışıyoruz. 'Her Roman'a bir yuva' hedefiyle Romanlarımıza yakışır evler yapacağız"" dedi.",real
"Cumhurbaşkanlığı personeli, deprem bölgesine 85 tır yardım gönderdi
Depremzedelere yardım gönderilmesi için Cumhurbaşkanlığı Külliyesi'ndeki çalışanlar da harekete geçti. Gönüllülerin de desteğiyle 85 tır yardım malzemesi gönderildi.",real
"Koruma altındaki çocuklar için 6 kuruluş daha hizmete girecek
Aile ve Sosyal Hizmetler Bakanı Derya Yanık, 6 ildeki çocuk evleri sitelerinin kısa sürede hizmete açılacağını duyurdu.",real
"Videonun morgda dirilen ölüyü gösterdi
Ocak 2022’de Rusya’da dolaşıma giren video, şaka amaçlı paylaşılmış. Dirilme sahnesi, И снова здравствуйте! (Tekrar Merhaba!) isimli komedi dizisinden alıntı.
",fake
"Sinan Ateş cinayeti soruşturmasında tutuklu sayısı 13'e yükseldi
Sinan Ateş cinayeti soruşturması kapsamında nöbetçi sulh ceza hakimliğine sevk edilen 5 şüpheliden 3'ü tasarlayarak kasten öldürme suçundan tutuklandı. 2 şüpheli de adli kontrol şartıyla serbest bırakıldı. Böylece tutuklananların sayısı 13'e yükseldi.",real
"Fotoğrafın Tuzla'da üretilen yüzde 100 yerli denizaltıyı gösterdi
Sosyal medyada paylaşılan fotoğrafta yer alan denizaltının yüzde 100 yerli olarak Tuzla Tersanesi’nde üretildiği iddia edildi.",fake
"Plazma tedavisinin ölüm oranını yüzde 35 azalttığının kanıtlandı
FDA'nın “acil durumlarda kullanılabilir bir tedavi” olduğunu açıkladığı plazma tedavisinin  ölüm oranını yüzde 35 azalttığı bilgisinin kaynağı belirsiz. Beyaz Saray'ın bu orana nasıl ulaştığı konusunda kesin bir bilgi yok.
",fake
"RTÜK’ün ‘CDS primi’ kavramını yasakladı
10 Haziran 2022 itibariyle RTÜK’ün internet sitesinde böyle bir duyuru yer almıyor. İddianın kaynağı olan hesap, tweeti ironi amaçlı paylaştığını açıkladı. ",fake
"Teyit mektubu sunan 8 tanker boğazlardan geçti
Ulaştırma ve Altyapı Bakanlığı'nın 1 Aralık itibariyle hayata geçirdiği uygulamaya ile ""Tazminat ve sorumluluk"" sigortasına dair teyit mektubu sunan 8 tanker boğazlardan geçti, 4 tankerin geçişi de planlamaya alındı. 12 tanker ise teyit mektubu sunmadığı için beklemeye devam ediyor.",real
"Astronot Buzz Aldrin'in Ay’a aslında hiç gitmediklerini itiraf etti
Neil Armstrong’dan sonra Ay’a ayak basan Buzz Aldrin’in bir röportajında Ay’a aslında hiç gidilmediğini ifade ettiği iddia edildi.",fake
"Diyanet’in kedi ve köpek beslemeyi haram ilan eden bir fetva verdi
Diyanet İşleri Başkanlığı kedi ve köpek beslemenin caiz olmadığına hükmeden bir fetva yayınlamadı.",fake
"Teröre ağır darbe: 3 bin 982 terörist etkisiz hale getirildi
Milli Savunma Bakanı Hulusi Akar, bu yılın başından itibaren yurt içinde, Irak ve Suriye'nin kuzeyinde toplam 3 bin 982 teröristin etkisiz hale getirildiğini açıkladı.",real
"Fuat Oktay: ANKA-3 MİUS, İHA alanında yeni bir sayfa açacak
Cumhurbaşkanı Yardımcısı Fuat Oktay, 2023'ün savunma sanayiinde yeni bir milat olacağını vurgulayarak, TUSAŞ'ın yeni tip insansız jet savaş uçağı projesine başladığının müjdesini verdi. Oktay, ANKA-3 MİUS'un, jet motoru ve hızıyla İHA alanında yeni sayfa açacağını vurguladı.",real
"Karadeniz gazında yeni gelişme: Gaz toplama haznesi vana sistemine bağlandı
Türkiye Petrolleri Anonim Ortaklığı (TPAO), Sakarya Gaz Sahası'nın gaz toplama haznesinin kuyubaşı vana sistemine doğru serilen esnek boru hattıyla bağlandığını duyurdu.",real
"Fotoğraf Osmanlı'da seyyar elma şekercisini göstermiyor
Fotoğraf elma şekeri satan seyyar şekerciyi değil, Osmanlı’da Ramazan’a özgü bir gelenek olan Alici balici esnafını gösteriyor.",fake
"Kanadalı doktorların maaşlarına yapılan zammı protesto etti
Sosyal medyada ve teyit.org’a gelen ihbarlarda Kanada’da doktorların maaşlarının çok yüksek olduğu için zammı protesto ettiği iddia edildi.",real
"Hekimlik hakkındaki yazının Bülent Eczacıbaşı'na ait oldu
Bülent Eczacıbaşı'na atfedilen hekimlik hakkındaki yazıyı, 2018 yılında Yılmaz Özdil kaleme almış.",fake
"Cumhurbaşkanı Erdoğan ve Bahçeli deprem bölgesinde
Cumhurbaşkanı Recep Tayyip Erdoğan, Kahramanmaraş merkezli depremlerden etkilenen bölgelerde incelemelerde bulunmak üzere Osmaniye'ye geldi.",real
"Çin ve Rusya’nın Covid-19 aşılarının grip aşısından farkı olmadı
Covid-19 aday aşılarında genetiği değiştirilmiş adenovirüsler kullanılıyor, grip virüsleri değil. Bu sayede yeni koronavirüsün genetik kodu insanların bağışıklık sistemine öğretiliyor. Kullanılan adenovirüs, Tip 5 Vektör olarak bilinen AdV 5.",fake
"Videonun Cumhurbaşkanlığı'na ait yeni araçları gösterdi
Cumhurbaşkanlığı'nın Mart ayında kullanmaya başlayacağı yeni otomobilleri gösterdiği iddiasıyla paylaşılan video 2019 yılından.",fake
"Deprem bölgesinde 2 bin 72 psikososyal hizmet personeli görev yapıyor
Aile ve Sosyal Hizmetler Bakanlığı'nın, Kahramanmaraş merkezli depremlerin ardından bölgeye 2 bin 72 psikososyal hizmet personeli gönderdiği bildirildi.",real
"İnsan DNA’sında dünya dışı yaşam izleri saptandı
İnsan DNA’sında bulunan ve “hurda” olarak değerlendirilen genler, dünya dışı yaşam formlarından gelmiyor. Haktan Akdoğan’ın bu iddiaya kanıt olarak gösterdiği makale de hurda genler hakkında değil. ",fake
"Suriye’de tüm suçları kapsayan genel af çıkarıldı
Suriye’de çıkarılan af kararı ülkedeki herkesi değil iç ve dış askerler kaçaklarına yönelik. Tüm kişi ve suçlara yönelik bir af söz konusu değil.",fake
"Fuat Oktay'dan İsveç'teki PKK rezaletine tepki
Cumhurbaşkanı Yardımcısı Oktay, İsveç'in başkenti Stockholm'de, terör örgütü YPG/PKK destekçilerinin provokasyonlarına ilişkin, ""Hain terör örgütü üyeleri tarafından Türkiye’yi ve Sayın Cumhurbaşkanımızı hedef halan gösteriyi lanetliyoruz"" açıklamasını yaptı.",real
"Memleket Partisi Genel Başkanı İnce: 6'lı masanın açıklamalarını tedirginlikle izliyorum
Memleket Partisi Genel Başkanı Muharrem İnce, ""Daha iktidara gelmeden Ali Babacan Türklüğü tartışıyor. Anayasadaki Türklüğü kaldıracakmış, devrim yasalarını tartışıyor. Yani saçma sapan konulara giriyorlar ve ürkütüyorlar beni."" dedi.",real
"Cumhurbaşkanı Erdoğan'ın imzaladığı ve İBB'ye gönderilen 'Çok Gizli Belge' 
Cumhurbaşkanı Recep Tayyip Erdoğan tarafından imzalanan çok gizli bir belgenin İBB ihale ve evrakların imha edilmesi gerektiğini belirttiği iddia edildi.",fake
"Fotoğrafın Mars’tan gözüken üç gezegeni gösterdi
Mars’tan çekildiği ve dünya, Jüpiter ve Venüs’ü gösterdiği iddia edilen fotoğraf, bir simülasyon programında tasarlanmış.",fake
"Fotoğrafın hayvan tecavüzü sonucu dünyaya gelen canlıyı gösterdi
Fotoğraf, hayvan tecavüzü sonucu dünyaya gelen canlıyı göstermiyor. Bu biyolojik olarak mümkün değil. Fetüste genetik bir bozukluk meydana gelmiş.
",fake
"Yargıtay üyesi Talip Bakır, YSK üyeliğine seçildi
YSK'nın Yargıtay kontenjanından seçilecek 3 üyesinin belirlenmesi için yapılan seçimlerin 17'nci turunda salt çoğunluğu sağlayan Yargıtay 10. Hukuk Dairesi üyesi Talip Bakır, YSK üyeliğine seçildi.",real
"ABD Başkanı Trump ve destekçilerinin Rabia işareti yaptı
ABD Başkanı Donald Trump’ın destekçileri, ''Tek hareket, tek halk, tek aile, tek tanrı"" diyerek Rabia işareti yapmadı. Mitinge katılanlar “dört yıl daha” sloganı atıyor.",fake
"Netflix'in 1 Ağustos 2020'de Türkiye’den çekildi
Netflix'in Twitter hesabı üzerinden 1 Ağustos 2020'de Türkiye'den çekileceğini açıkladığı iddia edildi. Ancak iddia doğru değil. Netflix ülkeden çekilmiyor.",fake
"Fotoğraftaki aile bildirimi formu ile oy sahteciliği yapılabilecek
Fotoğraftaki aile bildirimi formu ile 2023’te yapılacak genel seçimlerde oy sahteciliği yapılabileceği öne sürüldü.",fake
"Memura yüzde 30 zam teklifi Meclis'te
TBMM, bu hafta memur ve emekliler için mesai yapacak. Memur ve emeklilerinin zam oranını yüzde 30'a, en düşük emekli aylığını 5 bin 500'e çıkaran düzenleme komisyonda ele alınacak. Düzenleme daha sonra Genel Kurul'un gündemine gelecek. Anayasa ve Adalet Karma Komisyonu da 2 milletvekilinin dokunulmazlık dosyaları için toplanacak.",real
"Sağlık Bakanlığı müfettişi Berrin Akbal'ın ikinci kez Covid-19'a yakalanıp öldü
Berrin Akbal olduğu iddiasıyla paylaşılan fotoğraftaki kişinin ismi Berfu Çetinkaya ve doktor değil, oyuncu. ",fake
" Ümit Aktaş’ın Covid-19 aşıları hakkında iddiaları
Ümit Aktaş’ın mikrobiyoloji ya da enfeksiyon hastalıkları alanında hiçbir uzmanlığı yok ve söyledikleri bilimsel gerçeklerle çelişiyor.",fake
"Esenyurt Belediyesi'nin imam ve müezzinleri temizlikçi atadı
Görev yeri değiştirilen kişiler zaten temizlik görevlisi kadrosundaydı. İmam ve müezzinler ise belediye değil diyanete bağlı olarak çalışıyor.",fake
"Bakan Koca, 150. saatte kurtarılan çocuğa nezaret etti
Sağlık Bakanı Fahrettin Koca, Hatay'da depremden 150 saat sonra kurtarılan kız çocuğuna yapılan ilk tıbbi müdahale sürecine nezaret etti.",real
"Ankara Büyükşehir Belediyesi’nin dans görüntüleriyle gündem olan temizlik işçisini işten çıkardı
Temizlik işçisi Ankara Büyükşehir Belediyesi'nde değil, Aksaray Belediyesi’nde çalışıyor.",fake
"Atatürk’ün günün ilk ezanının okunduğu yer olduğundan Japonya’da cami yaptırdı
Sosyal medyada her gün ezanın ilk Japonya’da okunduğu ve Atatürk’ün bunu bildiği için Japonya’da bir cami yaptırdığı iddia edildi. İki iddia da doğru değil.",fake
"Pendik-Sabiha Gökçen metrosunun maliyetinin İBB tarafından karşılanacak
Metro hattının yapım işi ödenek yetersizliği nedeniyle 2018 yılında Ulaştırma ve Altyapı Bakanlığına devredilmişti. Bakanlıkça tamamlanan hattın maliyeti ise İBB tarafından karşılanacak.
",real
"Videonun Beylikdüzü'ndeki ağaç taşıma işlemini gösterdi
Sosyal medyada paylaşılan videonun Beylikdüzü’nde yapılan yol çalışması sırasında yolun ortasında kalan ağaçların taşınma işlemini gösterdiği iddia edildi.",fake
"Sahte içki şebekesinin konuşmaları deşifre oldu: Detaylara TRT Haber ulaştı
İstanbul'da sahte içki operasyonunda çökertilen iki şebekenin şifreli konuşmaları deşifre edildi. Şüphelilerin sahte içkiyi 'kazak-gömlek' diyerek kodladıkları, imalathaneye ise 'tekstil atölyesi' dedikleri tespit edildi. Baskınlarda, sahte içki formül defteri de ele geçirildi. Detaylara TRT Haber ulaştı.",real
"Fotoğrafın Malatya'da hayatını kaybeden Saadet Partiliyi gösterdi
Sosyal medyada paylaşılan bir fotoğrafın 31 Mart 2019’da Malatya’nın Pütürge ilçesinde öldürülen sandık görevlisi Saadet Partili’yi gösterdiği iddia edildi.",fake
"Depremzedelere 'Hane Başı Destek Ödemeleri' başladı
Kahramanmaraş merkezli depremlerde konutları hasar gören vatandaşlara 10 bin lira tutarındaki Hane Başı Destek Ödemeleri yapılmaya başlandı.",real
"THY'den deprem bölgesinden yapılacak uçuşlarda rezervasyon uyarısı
Türk Hava Yolları (THY) deprem bölgesinden yapılan dönüş uçuşlarında koordinasyonun sağlanması için vatandaşların rezervasyon yapmalarının zorunlu olduğunu duyurdu.",real
"Covid-19 aşısı olanların etraflarındakileri de aşıya maruz bıraktı
Aşıya solunum ve ten temasıyla maruz kalmak mümkün değil. “Maruziyet” ifadesi, klinik çalışmalarda yer almak anlamına geliyor.
",fake
"Fotoğrafın dünya dışı böceği gösterdi
Bazı haber sitelerinin iddia ettiğinin aksine Avustralya ormanlarında görülen böcek ""dünya dışından"" değil. Böceğin adı Dev Weta!",fake
"1 Şubat Boğaziçi Üniversitesi protestolarının sebebinin kapatılan bir LGBTİ+ kulübü olduğu
Fahrettin Altun’un iddiasının aksine, protesto gösterilerinin nedeni LGBTİ+ Çalışmaları Kulübü’nün kapatılması olamaz. İlgili belge, öğrenciler toplandıktan sonra düzenlenmiş.",fake
"Videonun tek tuşla renk değiştirebilen Lamborghini aracı gösterdi
Sosyal medyada paylaşılan ve teyit.org'a ihbar olarak gönderilen videoda, Lamborghini marka aracın tek tuşla renginin değiştirildiği iddia edildi.",fake
"Real Madrid’in bu yüzyılda oynadığı finallerde sadece Galatasaray’a kaybetti
Real Madrid bu yüzyılda oynadığı final maçlarının çoğunu kazansa da bazı maçları kaybetti.",fake
"Kruger Ulusal Parkı’ndaki filin yorulan aslanlara eşlik etti
Sosyal medyada paylaşılan bir fotoğrafın, Kruger Ulusal Parkı’nda yürümekten yorulmuş aslanlara eşlik eden bir fili gösterdiği iddia edildi.",fake
"Deprem bölgelerinden İstanbul'a sevk edilen hastalardan 8 bin 618'i taburcu oldu
İstanbul Valisi Ali Yerlikaya, deprem bölgelerinden gelen ve tedavi edilen 9 bin 875 hastadan, 8 bin 618'inin taburcu edildiğini belirtti.",real
"Eren Abluka Sonbahar-Kış-20 operasyonu başlatıldı
İçişleri Bakanlığı, Batman'da 650 personelin katılımıyla Eren Abluka Sonbahar-Kış-20 Şehit Jandarma Komando Asteğmen Orhan Sancar Operasyonu'nu başlattı.",real
"Depremde 6 bin 217 bina yıkıldı
Türkiye, Kahramanmaraş'ın Pazarcık ilçesinde meydana gelen 7,7 büyüklüğünde ve Elbistan merkezli 7,6 büyüklüğündeki iki depremle sarsıldı.",real
"Suudi Arabistan'dan deprem bölgesine gönderilen yardımların tamamı Türkiye'ye ulaştı
""Asrın felaketi"" olarak nitelenen Kahramanmaraş merkezli depremlerin ardından Suudi Arabistan'dan 7 uçak ile gönderilen yardımların tamamı Türkiye'ye ulaştı.",real
"İnsan vücudundaki kemiklerin dörtte birinin ayaklarda oldu
Yetişkin bir insanın vücudunda 206 kemik bulunuyor. Bu kemiklerin 52’sini ayaklarda bulunan kemikler oluşturuyor. ",real
"Videonun Hong Kong’da salgından sorumlu tutulan 5G direklerinin yıkıldığını gösterdi
Sosyal medyada paylaşılan bir videonun, Aralık 2019’da Çin’in Wuhan kentinde başlayan Covid-19 salgını sırasında Hong Kong’daki protestocuların yıktıkları 5G direklerini gösterdiği iddia edildi.",fake
"The Simpsons'ın Beyrut patlamasını önceden tahmin etti
The Simpsons isimli dizinin bir bölümünün Beyrut'ta yaşanan patlamayı önceden haber ettiği iddia edildi. Ancak iddia doğru değil. Görüntüler montajlanmış.",fake
"Fotoğrafın Sivas’ta kırılan ağaç dikme rekorunu gösterdi
Sosyal medyada paylaşılan bir fotoğrafın Sivas’ta bir saat içerisinde 3,2 milyon ağaç dikilerek kırılan rekoru gösterdiği iddia edildi.",fake
